"";"country";"party";"content";"target";"stance"
"2843";"netherlands";"nld: Labour Party";"Succesvolle integratie wordt niet bepaald door het hebben van één paspoort.";"Integration";"FAVOR"
"2844";"netherlands";"nld: Labour Party";"Khalid Boulahrouz, de voorstopper van het Nederlandse elftal, is hiervan een treffend voorbeeld.";"Integration";"FAVOR"
"2845";"netherlands";"nld: Labour Party";"Het is primair de verantwoordelijkheid van de migrant om zich voor te bereiden op zijn komst naar Nederland, de taal te leren, zich op de samenleving te oriënteren en snel in te burgeren.";"Integration";"AGAINST"
"2846";"netherlands";"nld: Labour Party";"Wij stellen een deltaplan inburgering voor.";"Integration";"FAVOR"
"2847";"netherlands";"nld: Labour Party";"Wij vinden actief burgerschap belangrijk voor iedereen, dus ook voor migranten.";"Integration";"FAVOR"
"2848";"netherlands";"nld: Labour Party";"Een beter Nederland heeft migranten nodig.";"Integration";"FAVOR"
"2849";"netherlands";"nld: Labour Party";"Wel verlangen wij van hen dat ze de Nederlandse taal  spreken.";"Integration";"AGAINST"
"2850";"netherlands";"nld: Labour Party";"Dit betekent ook kansen bieden om de Nederlandse taal te leren, om mee te doen.";"Integration";"FAVOR"
"2851";"netherlands";"nld: Labour Party";"en wij werken de wachtlijsten bij de taallessen en inburgering in vier jaar weg.";"Integration";"FAVOR"
"2852";"netherlands";"nld: Labour Party";"Daarom moet het statische inburgeringsexamen worden aangevuld met een maatschappelijke stage en een oriëntatie op de Nederlandse maatschappij en geschiedenis.";"Integration";"AGAINST"
"2853";"netherlands";"nld: Labour Party";"Integreren kunnen nieuwkomers niet alleen.";"Integration";"FAVOR"
"2854";"netherlands";"nld: Labour Party";"Van de al langer in Nederland wonende bevolking wordt een open houding en een actieve belangstelling verwacht.";"Integration";"AGAINST"
"2855";"netherlands";"nld: Labour Party";"Van instanties en bedrijven mag worden verwacht dat zij toegankelijkheid en kwaliteit bieden en discriminatie bestrijden.";"Integration";"FAVOR"
"2856";"netherlands";"nld: Labour Party";"Daarin worden normen geleerd die belangrijk zijn voor het participeren in het openbare leven in Nederland.";"Integration";"AGAINST"
"2857";"netherlands";"nld: Labour Party";"Ook is er aandacht voor Nederlandse grondrechten, zoals de vrijheid van meningsuiting, de vrijheid van godsdienst, de gelijkheid tussen mannen en vrouwen, homo’s en hetero’s en tussen mensen van verschillende afkomst.";"Integration";"FAVOR"
"2858";"netherlands";"nld: Labour Party";"Alle burgers, inclusief immigranten, mogen rekenen op vrijwaring van discriminatie";"Integration";"FAVOR"
"2859";"netherlands";"nld: Labour Party";"en op een respectvolle behandeling van culturele en religieuze uitingen die vallen binnen de grenzen van de democratische rechtsstaat.";"Integration";"FAVOR"
"2860";"netherlands";"nld: Labour Party";"Respect voor de geloofsvrijheid van anderen, acceptatie dat mannen en vrouwen, homo’s en hetero’s in Nederland gelijke rechten hebben, en het recht op geloofsafval horen daar ook bij.";"Integration";"FAVOR"
"2861";"netherlands";"nld: Labour Party";"Geen enkele samenleving heeft een onbeperkt absorptievermogen voor nieuwkomers en een oneindige capaciteit om achterstanden te bestrijden en mensen te emanciperen.";"Immigration";"AGAINST"
"2862";"netherlands";"nld: Labour Party";"Daarom bepleit de PvdA selectieve migratie.";"Immigration";"AGAINST"
"2863";"netherlands";"nld: Labour Party";"Die selectiviteit betekent dat we open blijven staan voor vluchtelingen conform de nieuwe Vreemdelingenwet,";"Immigration";"FAVOR"
"2864";"netherlands";"nld: Labour Party";"maar terughoudend zijn bij het toelaten van mensen die gezien hun opleiding of anderszins weinig kans van slagen hebben in Nederland.";"Immigration";"AGAINST"
"2865";"netherlands";"nld: Labour Party";"Leges moeten niet gebruikt worden als anti-immigratiemiddel.";"Immigration";"FAVOR"
"2866";"netherlands";"nld: Labour Party";"Het wel of niet toelaten van mensen moet niet afhangen van de dikte van de portemonnee.";"Immigration";"FAVOR"
"2867";"netherlands";"nld: Labour Party";"De PvdA wil de leges verlagen.";"Integration";"FAVOR"
"2868";"netherlands";"nld: Labour Party";"Op basis van respect en gelijkwaardigheid.";"Integration";"FAVOR"
"2869";"netherlands";"nld: Labour Party";"Nederland heeft de naam een tolerant klimaat te hebben.";"Integration";"FAVOR"
"2870";"netherlands";"nld: Labour Party";"Wij staan voor een streng en rechtvaardig asielbeleid, waarbij menselijkheid een belangrijk uitgangspunt is in de omgang met asielzoekers.";"Immigration";"FAVOR"
"2871";"netherlands";"nld: Labour Party";"Een land als Nederland, dat de mensenrechten hoog in het vaandel heeft staan, stuurde asielzoekers terug naar onveilige landen, sloot kinderen op in gevangenissen, zette gezinnen zonder pardon op straat en stuurde volledig geïntegreerde asielzoekers na vijftien jaar wachten terug naar een ondertussen vreemd land.";"Immigration";"FAVOR"
"2872";"netherlands";"nld: Labour Party";"Gemeenten die reële problemen wilden aankaarten werden niet gehoord en fouten werden toegedekt in plaats van opgelost.";"Integration";"AGAINST"
"2873";"netherlands";"nld: Labour Party";"We maken schoon schip met het verleden door een generaal pardon voor asielzoekers die onder de oude Vreemdelingenwet een verblijfsvergunning hebben aangevraagd.";"Immigration";"FAVOR"
"2874";"netherlands";"nld: Labour Party";"Ook als dat later wordt vastgesteld.";"Immigration";"AGAINST"
"2875";"netherlands";"nld: Labour Party";"Alle nieuwe asielaanvragen dienen binnen zes maanden te worden afgehandeld.";"Immigration";"AGAINST"
"2876";"netherlands";"nld: Labour Party";"De informatie in de ambtsberichten van het Ministerie van Buitenlandse Zaken, die van invloed zijn op de verblijfsduur van de asielzoeker in Nederland, moet worden verbeterd.";"Immigration";"FAVOR"
"2877";"netherlands";"nld: Labour Party";"Om de informatie in de ambtsberichten te verbeteren wordt ook gebruik gemaakt van de expertise van vooraanstaande mensenrechtenorganisaties.";"Immigration";"FAVOR"
"2878";"netherlands";"nld: Labour Party";"Gezinnen worden niet gescheiden uitgezet, kinderen worden niet opgesloten in de cel, er wordt niet geleurd met gezinnen met schoolgaande kinderen en asielzoekers in procedure worden opgevangen.";"Immigration";"AGAINST"
"2879";"netherlands";"nld: Labour Party";"Er wordt zorg geboden waar noodzakelijk en in de opvang is recht op privacy.";"Immigration";"FAVOR"
"2880";"netherlands";"nld: Labour Party";"De mensenhandel wordt aangepakt.";"Immigration";"NONE"
"2881";"netherlands";"nld: Labour Party";"De vrijwillige terugkeer van afgewezen vreemdelingen wordt vergroot door het bieden van perspectief in het land van herkomst (financiële middelen voor de opbouw van een nieuw bestaan, individuele begeleiding, werkmogelijkheden, onderwijs ter voorbereiding van terugkeer).";"Immigration";"AGAINST"
"2882";"netherlands";"nld: Labour Party";"De lasten van asiel moeten ook binnen Europa eerlijk verdeeld worden.";"Immigration";"AGAINST"
"2883";"netherlands";"nld: Labour Party";"Opvang in de regio moet onder humane omstandigheden plaatsvinden in samenwerking met de VN Vluchtelingenorganisatie.";"Immigration";"NONE"
"2884";"netherlands";"nld: Labour Party";"Ondernemers die van goedkope illegale arbeidskrachten profiteren, moeten door stevige nationale Europese wetgeving worden aangepakt.";"Immigration";"AGAINST"
"2885";"netherlands";"nld: Labour Party";"Mensen zonder verblijfstitel kunnen geen aanspraak maken op verblijf in Nederland.";"Immigration";"AGAINST"
"2886";"netherlands";"nld: Labour Party";"Illegaliteit gaat bovendien vaak gepaard met uitbuiting en criminaliteit.";"Immigration";"AGAINST"
"2887";"netherlands";"nld: Labour Party";"We willen een lokaal georganiseerd maatwerk, via bijvoorbeeld 25 steunpunten, opzetten voor de terugkeer van afgewezen vreemdelingen en illegalen.";"Immigration";"AGAINST"
"2888";"netherlands";"nld: Labour Party";"Werkgevers die illegalen in dienst nemen en mensen die illegalen uitbuiten, bijvoorbeeld huisjesmelkers, worden hard aangepakt.";"Integration";"FAVOR"
"2889";"netherlands";"nld: Labour Party";"Criminele/overlastgevende illegalen worden gedwongen te vertrekken.";"Immigration";"AGAINST"
"2890";"netherlands";"nld: Labour Party";"Deze illegalen komen nu vaak na een periode vreemdelingenbewaring weer op straat terecht.";"Integration";"AGAINST"
"2891";"netherlands";"nld: Labour Party";"Wij willen een sluitende aanpak: opsluiten of opvangen tot uitzetting.";"Immigration";"AGAINST"
"2892";"netherlands";"nld: Labour Party";"Wij willen een sluitende aanpak: opsluiten of opvangen tot uitzetten onder voorwaarde dat dit op een humane wijze gebeurt.";"Immigration";"FAVOR"
"2893";"netherlands";"nld: Labour Party";"Er zijn een aantal specifieke groepen, zoals moslim- en Hindoestaanse meisjes en -vrouwen, waar dit bijzondere aandacht moet krijgen.";"Integration";"FAVOR"
"2894";"netherlands";"nld: Labour Party";"Emancipatie- en integratieprogramma´s hebben nadrukkelijk tot doel het isolement van deze vrouwen te doorbreken.";"Integration";"FAVOR"
"2895";"netherlands";"nld: Labour Party";"Het is voor hen verschrikkelijk dat veel terroristen zich tegenwoordig beroepen op de islam.";"Integration";"AGAINST"
"2896";"netherlands";"nld: Labour Party";"Radicalisering onder met name islamitische jongeren moet worden bestreden door deze jongeren weerbaar te maken tegen radicale invloeden.";"Integration";"NONE"
"2897";"netherlands";"nld: Labour Party";"Gebrekkige integratie is geen oorzaak van terrorisme, maar snellere integratie en het voorkomen van uitsluiting is wel onderdeel van de oplossing.";"Integration";"FAVOR"
"2898";"netherlands";"nld: Labour Party";"Het terrorisme stoort zich niet aan grenzen.";"Immigration";"AGAINST"
"2899";"netherlands";"nld: Labour Party";"Fundamentele veranderingen als globalisering en migratie hebben dit verschijnsel nog eens versterkt.";"Immigration";"NONE"
"2900";"netherlands";"nld: Labour Party";"en maakt zich sterk voor de rechten van de mens.";"Immigration";"FAVOR"
"2901";"netherlands";"nld: Labour Party";"Dat komt ook tot uiting in de Nederlandse houding ten opzichte van het buitenland.";"Immigration";"NONE"
"2902";"netherlands";"nld: Labour Party";"Criminele netwerken, drugsmaffia’s, grondstoffenroof, wapenhandel en chaotische vluchtelingenstromen kunnen zich vanuit die staten verspreiden.";"Immigration";"AGAINST"
"2903";"netherlands";"nld: Labour Party";"De winst uit mensenhandel moet na veroordeling van de daders ten goede komen aan de slachtoffers, vooral bij opvang in het land van oorsprong.";"Immigration";"FAVOR"
"2904";"netherlands";"nld: Labour Party";"Bij schrijnende gevallen van mensenhandel dient een ruimhartig beleid te worden gevoerd met betrekking tot het verlenen van een verblijfsvergunning.";"Immigration";"FAVOR"
"2905";"netherlands";"nld: Labour Party";"Een werknemer die zijn baan verliest, is niet geholpen met het feit dat Nederland als geheel aan de economische integratie verdient.";"Integration";"AGAINST"
"2906";"netherlands";"nld: Labour Party";"Europa moet geen keurslijf worden, maar juist diversiteit waarderen.";"Integration";"FAVOR"
"2907";"netherlands";"nld: Democrats‘66";"En dat leidt tot conflicten die wij niet willen en die ook niet nodig zijn.";"Integration";"AGAINST"
"2908";"netherlands";"nld: Democrats‘66";"Daarom zijn wij tegen de behoudzucht van de belangenbehartigers, links en rechts.";"Integration";"FAVOR"
"2909";"netherlands";"nld: Democrats‘66";"Daarom hebben nieuwkomers onze steun.";"Integration";"FAVOR"
"2910";"netherlands";"nld: Democrats‘66";"en culturele diversiteit op.";"Integration";"FAVOR"
"2911";"netherlands";"nld: Democrats‘66";"Er zijn onvoldoende goede docenten, leraren worden bovendien niet op waarde geschat en het vak is niet aantrekkelijk genoeg.";"Integration";"AGAINST"
"2912";"netherlands";"nld: Democrats‘66";"Er zijn in Nederland anderhalf miljoen volwassenen, ca.één miljoen van Nederlandse herkomst en een half miljoen van niet-Nederlandse origine, die moeite hebben met lezen, schrijven of rekenen.";"Integration";"NONE"
"2913";"netherlands";"nld: Democrats‘66";"Ze hebben moeite om hun eigen doelen te realiseren en kunnen hun kennis en vaardigheden niet zelfstandig verder ontwikkelen.";"Integration";"NONE"
"2914";"netherlands";"nld: Democrats‘66";"Het is ook een prima manier om te integreren.";"Integration";"FAVOR"
"2915";"netherlands";"nld: Democrats‘66";"D66 realiseert zich dat dit beleid de sociale cohesie in ons eigen land onder druk heeft gezet.";"Integration";"AGAINST"
"2916";"netherlands";"nld: Democrats‘66";"De suggesties die mkb-Nederland in haar rapport “Reïntegratie in het mkb” mei 2006 heeft gedaan moeten met prioriteit gerealiseerd worden.";"Integration";"FAVOR"
"2917";"netherlands";"nld: Democrats‘66";"> De overdraagbare heffingskorting, de ‘thuiszitbonus’, het belastingvrije bedrag dat niet-werkenden genieten (met overgangsregeling voor degenen die voor 1972 zijn geboren) moet worden geïndividualiseerd.";"Immigration";"NONE"
"2918";"netherlands";"nld: Democrats‘66";"> Werkvergunningen aan diegenen die aan onze economie een bijdrage kunnen leveren moeten soepeler worden afgegeven.";"Immigration";"FAVOR"
"2919";"netherlands";"nld: Democrats‘66";"De ruimtelijke tegenstelling tussen verschillende buurten in de steden (en tussen steden en randgemeenten) neemt toe en de integratie van met name niet-westerse allochtonen neemt af.";"Integration";"NONE"
"2920";"netherlands";"nld: Democrats‘66";"Dit geldt vooral in de vier grote steden, maar het speelt ook elders.";"Integration";"FAVOR"
"2921";"netherlands";"nld: Democrats‘66";"D66 wil meer financiële middelen om tegen de afnemende integratie en toenemende segregatie in te gaan,";"Integration";"AGAINST"
"2922";"netherlands";"nld: Democrats‘66";"een beter en gevarieerder woningaanbod in deze wijken te scheppen";"Integration";"FAVOR"
"2923";"netherlands";"nld: Democrats‘66";"De ruimtelijke inrichting kan bijdragen aan de emancipatie- en integratiemogelijkheden van alle inwoners van Nederland.";"Integration";"FAVOR"
"2924";"netherlands";"nld: Democrats‘66";"Het merendeel van de nieuwe woningen zal in de bestaande steden een plek moeten krijgen.";"Integration";"FAVOR"
"2925";"netherlands";"nld: Democrats‘66";"Dat daar waar meerderheidsbesluitvorming in de Raad mogelijk is, bijvoorbeeld waar het gaat om asielbeleid en immigratie, dit in combinatie met een uitbreiding van de bevoegdheden van het Europees Parlement ook tot stand komt.";"Immigration";"NONE"
"2926";"netherlands";"nld: Democrats‘66";"En dat er een Europese minister voor Buitenlandse Zaken wordt benoemd.";"Immigration";"NONE"
"2927";"netherlands";"nld: Democrats‘66";"Voor de middellange termijn moet wat D66 betreft de oplossing gezocht worden in een aanpassing van de huidige conceptgrondwet waarbij meer dan nu het geval is nadruk wordt gelegd op de individuele grondrechten.";"Integration";"FAVOR"
"2928";"netherlands";"nld: Democrats‘66";"De inwoners van Curaçao en Sint Maarten willen een status aparte, vergelijkbaar met Aruba.";"Integration";"NONE"
"2929";"netherlands";"nld: Democrats‘66";"Seksuele en relationele vorming moet - afgestemd op leeftijd -worden ingevoerd vanaf het basisonderwijs en tevens toegankelijker gemaakt worden voor jongeren en allochtonen.";"Integration";"FAVOR"
"2930";"netherlands";"nld: Democrats‘66";"Illegaal in Nederland verblijvende mensen hebben recht op alle noodzakelijke medische zorg.";"Integration";"FAVOR"
"2931";"netherlands";"nld: Democrats‘66";"De overheid moet hulpverleners in staat stellen een dergelijk beleid te voeren.";"Integration";"FAVOR"
"2932";"netherlands";"nld: Democrats‘66";"Gebrek aan kansen, uitsluiting en discriminatie kunnen leiden tot verzet tegen de maatschappij en tot radicalisering.";"Integration";"AGAINST"
"2933";"netherlands";"nld: Democrats‘66";"Nederland heeft de afgelopen kabinetsperiode een integratiebeleid gevoerd dat gekenmerkt wordt door hardvochtigheid en willekeur.";"Integration";"AGAINST"
"2934";"netherlands";"nld: Democrats‘66";"Het heeft vele vluchtelingen en immigranten onnodig hard getroffen en groot persoonlijk leed teweeggebracht.";"Immigration";"AGAINST"
"2935";"netherlands";"nld: Democrats‘66";"Nederland heeft de afgelopen kabinetsperiode een integratiebeleid gevoerd dat gekenmerkt wordt door hardvochtigheid en willekeur.";"Integration";"AGAINST"
"2936";"netherlands";"nld: Democrats‘66";"Het heeft vele vluchtelingen en immigranten onnodig hard getroffen en groot persoonlijk leed teweeg gebracht.";"Integration";"AGAINST"
"2937";"netherlands";"nld: Democrats‘66";"In het integratiedebat wordt gehamerd op de Nederlandse gebruiken en tradities, zonder besef dat deze al eeuwenlang beïnvloed worden door ontmoetingen met andere culturen.";"Integration";"FAVOR"
"2938";"netherlands";"nld: Democrats‘66";"Het krampachtig vasthouden aan zogenaamde ‘gezamenlijke’ Nederlandse gebruiken heeft impliciet tot gevolg dat grote groepen van de Nederlandse bevolking worden uitgesloten.";"Integration";"FAVOR"
"2939";"netherlands";"nld: Democrats‘66";"D66 wil af van het ‘onder dwang’ integreren en inburgeren.";"Integration";"NONE"
"2940";"netherlands";"nld: Democrats‘66";"Een open samenleving in een globaliserende wereld biedt ruimte voor verschil.";"Integration";"FAVOR"
"2941";"netherlands";"nld: Democrats‘66";"- Onderbrengen van vluchtelingenbeleid bij Binnenlandse Zaken en van arbeidsmigratie bij Economische Zaken.";"Immigration";"NONE"
"2942";"netherlands";"nld: Democrats‘66";"-Automatisch Nederlanderschap voor in Nederland geboren kinderen wier ouders vijf jaar of langer legaal in Nederland wonen;";"Integration";"FAVOR"
"2943";"netherlands";"nld: Democrats‘66";"D66 vindt dat in beginsel geen afzonderlijk integratiebeleid dient te worden gevoerd voor nieuwe Nederlanders, maar dat op alle terreinen van overheidsbeleid voldoende aandacht dient uit te gaan naar specifieke posities en behoeften.";"Integration";"FAVOR"
"2944";"netherlands";"nld: Democrats‘66";"Het beleid moet rekening houden met grote onderlinge verschillen tussen en binnen de diverse etnische groepen, met name ook tussen de eerste en de tweede generatie.";"Integration";"FAVOR"
"2945";"netherlands";"nld: Democrats‘66";"Integratie van nieuwe Nederlanders is een tweezijdig proces, dat alleen succesvol kan verlopen als ook de autochtone bevolking betrokken is.";"Integration";"AGAINST"
"2946";"netherlands";"nld: Democrats‘66";"Minderjarige asielzoekers en kinderen van vluchtelingen die op uitzetting wachten horen niet in een gevangenis te zitten.";"Immigration";"AGAINST"
"2947";"netherlands";"nld: Democrats‘66";"Ook moeten zij altijd onderwijs kunnen volgen.";"Integration";"FAVOR"
"2948";"netherlands";"nld: Democrats‘66";"De leges van verblijfsvergunningen dienen op korte termijn verlaagd te worden naar een bedrag dat in verhouding staat tot de aanvraag van een paspoort.";"Immigration";"FAVOR"
"2949";"netherlands";"nld: Democrats‘66";"D66 spreekt zich uit voor een specifieke pardonregeling voor degenen die onder de oude vreemdelingenwet asiel hebben aangevraagd.";"Immigration";"FAVOR"
"2950";"netherlands";"nld: Democrats‘66";"Voor degenen die voor 1 april 2001 in Nederland asiel hebben aangevraagd, ongeacht hun huidige juridische status, voor zover zij geen ernstige delicten hebben gepleegd zal een verblijfsvergunning moeten worden verstrekt.";"Immigration";"FAVOR"
"2951";"netherlands";"nld: Democrats‘66";"Nederland moet een actieve rol gaan spelen bij het ontwikkelen van een ruimhartig Europees vluchtelingen- en asielbeleid.";"Immigration";"FAVOR"
"2952";"netherlands";"nld: Democrats‘66";"D66 wil de arbeidsmigratie binnen de Europese Unie stimuleren.";"Immigration";"FAVOR"
"2953";"netherlands";"nld: Democrats‘66";"De Europese Commissie heeft al stappen in deze richting gezet, onder andere door het oprichten van een Europese vacaturebank.";"Immigration";"FAVOR"
"2954";"netherlands";"nld: Democrats‘66";"Maatschappelijke aandacht voor de vrouw blijft nodig, in het bijzonder voor de positie van oudere en migrantenvrouwen.";"Integration";"FAVOR"
"2955";"netherlands";"nld: Democrats‘66";"Nederland veroordeelt de schending van homorechten in het buitenland en steunt buitenlandse homo-organisaties.";"Integration";"FAVOR"
"2956";"netherlands";"nld: Democrats‘66";"Homoseksuele asielzoekers die in eigen land vervolgd worden vinden in Nederland een veilige haven.";"Immigration";"FAVOR"
"2957";"netherlands";"nld: People’s Party for Freedom and Democracy ";"maar  ook  voor strenge  eisen  aan  nieuwkomers.";"Integration";"AGAINST"
"2958";"netherlands";"nld: People’s Party for Freedom and Democracy ";"In ons land wonen meer dan 180 nationaliteiten.";"Integration";"FAVOR"
"2959";"netherlands";"nld: People’s Party for Freedom and Democracy ";"Dan  kunnen  bijvoorbeeld  scholen geen beroep meer doen op de vrijheid van  onderwijs  of  religie  om,  zeg, een  homoseksuele  docent  of  een  islamitische  stagiaire  te  weren.";"Integration";"FAVOR"
"2960";"netherlands";"nld: People’s Party for Freedom and Democracy ";"De samenleving heeft de energie en ervaring van nieuwkomers, vrouwen en de oudere generatie hard nodig.";"Integration";"FAVOR"
"2961";"netherlands";"nld: People’s Party for Freedom and Democracy ";"Arbeidsparticipatie is de beste weg tot integratie.";"Integration";"FAVOR"
"2962";"netherlands";"nld: People’s Party for Freedom and Democracy ";"Nederland moet gastvrijheid uitstralen om daarin wervend te zijn.";"Immigration";"FAVOR"
"2963";"netherlands";"nld: People’s Party for Freedom and Democracy ";"We moeten dus slim omgaan met immigratie.";"Immigration";"FAVOR"
"2964";"netherlands";"nld: People’s Party for Freedom and Democracy ";"Hoe groter de waarde van een immigrant voor onze arbeidsmarkt, hoe meer punten worden toegekend en dus hoe makkelijker diegene kan binnenkomen.";"Immigration";"FAVOR"
"2965";"netherlands";"nld: People’s Party for Freedom and Democracy ";"Ook kunnen sportclubs een prachtrol spelen bij de integratie.";"Integration";"FAVOR"
"2966";"netherlands";"nld: People’s Party for Freedom and Democracy ";"Vooral bij kinderen van ouders die zelf niet goed Nederlands spreken.";"Integration";"FAVOR"
"2967";"netherlands";"nld: People’s Party for Freedom and Democracy ";"De  eerste  willen  zijn.";"Immigration";"FAVOR"
"2968";"netherlands";"nld: People’s Party for Freedom and Democracy ";"Om de leefbaarheid en integratie in achterstandswijken te verbeteren kunnen we veel doen.";"Integration";"FAVOR"
"2969";"netherlands";"nld: People’s Party for Freedom and Democracy ";"Daarom  zijn  de  eisen  aan  gezinsmigranten  de  afgelopen  jaren  strenger geworden.";"Immigration";"AGAINST"
"2970";"netherlands";"nld: People’s Party for Freedom and Democracy ";"Daarom  vraagt  het  nieuwe  inburgeringsstelsel  aan  nieuwkomers en  oudkomers  om  Nederlands  te  leren en  zich  onze  samenlevingsregels  eigen te  maken.";"Integration";"AGAINST"
"2971";"netherlands";"nld: People’s Party for Freedom and Democracy ";"Gelijkwaardigheid  van  alle mensen  is  daarbij  de  belangrijkste  norm.";"Integration";"FAVOR"
"2972";"netherlands";"nld: People’s Party for Freedom and Democracy ";"Integratie via  werk  en  buurt  blijft  cruciaal.";"Integration";"FAVOR"
"2973";"netherlands";"nld: People’s Party for Freedom and Democracy ";"Nederland  moet  in  Europees  verband een  evenredig  deel  van  de  echte  vluchtelingen  bescherming  bieden.";"Immigration";"FAVOR"
"2974";"netherlands";"nld: People’s Party for Freedom and Democracy ";"Dat  kan  alleen  door  een  heldere  en  rechtvaardige asielprocedure:  snel  én  zorgvuldig.";"Immigration";"FAVOR"
"2975";"netherlands";"nld: People’s Party for Freedom and Democracy ";"Toegelaten vluchtelingen  dienen  snel  kansen  te krijgen  om  in  de  Nederlandse  samenleving  te  integreren.";"Integration";"FAVOR"
"2976";"netherlands";"nld: People’s Party for Freedom and Democracy ";"Herhaalde  asielaanvragen  moeten  worden  voorkomen.";"Immigration";"AGAINST"
"2977";"netherlands";"nld: People’s Party for Freedom and Democracy ";"Diegenen  die  te  horen  hebben  gekregen  geen  verblijfsvergunning  te  krijgen, moeten  Nederland  daadwerkelijk  verlaten.";"Immigration";"AGAINST"
"2978";"netherlands";"nld: People’s Party for Freedom and Democracy ";"De  overheid  moet  geen  valse  verwachtingen  wekken.";"Immigration";"AGAINST"
"2979";"netherlands";"nld: People’s Party for Freedom and Democracy ";"Een  Europese  aanpak  ondersteunt  opvang  van  vluchtelingen  in  de  eigen  regio.";"Immigration";"AGAINST"
"2980";"netherlands";"nld: Christian Democratic Appeal";"Nieuwkomers krijgen de plicht en de kans om beter Nederlands te leren en – zo mogelijk – via scholing of werk een beroepskwalificatie te behalen.";"Integration";"FAVOR"
"2981";"netherlands";"nld: Christian Democratic Appeal";"dat kinderen met forse taalachterstanden vanaf hun derde jaar onderwijs krijgen.";"Integration";"FAVOR"
"2982";"netherlands";"nld: Christian Democratic Appeal";"Europese harmonisatie van het asielbeleid is noodzakelijk.";"Immigration";"FAVOR"
"2983";"netherlands";"nld: Christian Democratic Appeal";"internationale afspraken die verhinderen dat vluchtelingen jarenlang in kampen verblijven.";"Immigration";"FAVOR"
"2984";"netherlands";"nld: Christian Democratic Appeal";"De weg moet worden geëffend voor hun terugkeer.";"Immigration";"AGAINST"
"2985";"netherlands";"nld: Christian Democratic Appeal";"In laatste instantie moet doormi-gratie een optie zijn.";"Immigration";"FAVOR"
"2986";"netherlands";"nld: Christian Democratic Appeal";"Waar het gaat om de opvang en bescherming van mensen op de vlucht in hun eigen land (de zoge-naamde Internally Displaced People) is het nodig dat de UNHCR expliciet het mandaat krijgt;";"Immigration";"FAVOR"
"2987";"netherlands";"nld: Christian Democratic Appeal";"de interreligieuze en interculturele span-ningen buitengewoon serieus nemen.";"Integration";"FAVOR"
"2988";"netherlands";"nld: Christian Democratic Appeal";"In een land waar verschillende culturen samenleven is onderlinge betrokkenheid de beste garantie voor de toekomst.";"Integration";"FAVOR"
"2989";"netherlands";"nld: Christian Democratic Appeal";"We hebben respect voor elkaar";"Integration";"FAVOR"
"2990";"netherlands";"nld: Christian Democratic Appeal";"De Nederlandse samenleving is een veelkleurig mozaïek van mensen met verschillende sociale en culturele achtergronden, met verschillende godsdiensten en levensovertuigingen.";"Integration";"FAVOR"
"2991";"netherlands";"nld: Christian Democratic Appeal";"Die verschillen spelen een belangrijke rol in ons leven.";"Integration";"FAVOR"
"2992";"netherlands";"nld: Christian Democratic Appeal";"Samenleven met al die verschillen kan echter alleen als we vertrouwen in elkaar hebben.";"Integration";"FAVOR"
"2993";"netherlands";"nld: Christian Democratic Appeal";"Het is meer dan ‘klant’ zijn van de samen-leving of van de overheid.";"Integration";"FAVOR"
"2994";"netherlands";"nld: Christian Democratic Appeal";"We geven met elkaar vorm aan de publieke moraal, de manier waarop we met elkaar omgaan.";"Integration";"FAVOR"
"2995";"netherlands";"nld: Christian Democratic Appeal";"De laatste jaren is er meer aandacht gekomen voor de weerbarstige kanten van de inte-gratie van grote groepen immigranten in de samenleving.";"Integration";"FAVOR"
"2996";"netherlands";"nld: Christian Democratic Appeal";"en hogere eisen stellen aan de inburgering van nieuw-komers.";"Integration";"AGAINST"
"2997";"netherlands";"nld: Christian Democratic Appeal";"Onze samenleving moet nieuwkomers willen toerusten om als burger, ouder en kostwinner te kunnen functioneren in Nederland.";"Integration";"FAVOR"
"2998";"netherlands";"nld: Christian Democratic Appeal";"Dat levert ook veel op.";"Integration";"FAVOR"
"2999";"netherlands";"nld: Christian Democratic Appeal";"We zien onder immigranten veel nieuw onder-nemerschap ontstaan.";"Integration";"FAVOR"
"3000";"netherlands";"nld: Christian Democratic Appeal";"Die samenhang is niet vanzelfsprekend – daaraan moeten we blijven werken.";"Integration";"FAVOR"
"3001";"netherlands";"nld: Christian Democratic Appeal";"Fatsoen, respect en tolerantie zijn belangrijke aspecten van burgerschap.";"Integration";"FAVOR"
"3002";"netherlands";"nld: Christian Democratic Appeal";"Ook de rol van de autochtone bevolking in het stre-ven naar sociale cohesie verdient aandacht.";"Integration";"FAVOR"
"3003";"netherlands";"nld: Christian Democratic Appeal";"1.3.2 Integratie van nieuwkomers is een weder-kerig proces tussen de samenleving die nieuwkomers welkom heet en nieuwkomers die zich de Nederlandse taal eigen maken, kennis nemen van de Nederlandse wetge-ving, cultuur en geschiedenis en hiervoor respect tonen.";"Integration";"FAVOR"
"3004";"netherlands";"nld: Christian Democratic Appeal";"De aan de verplichte inbur-geringstoets gestelde eisen worden daarom verhoogd, zodat nieuwkomers zijn toege-rust om als ouder, burger en kostwinner te kunnen functioneren in onze samenleving.";"Integration";"FAVOR"
"3005";"netherlands";"nld: Christian Democratic Appeal";"Het scholingsaanbod wordt geïntensiveerd en de faciliteiten die de nieuwkomers voorbereiden op dit examen en het func-tioneren in onze samenleving, worden verbeterd.";"Immigration";"FAVOR"
