"text","cmp_code","eu_code"
"Als zij daarin tekortschieten en daardoor extra politiebeveiliging nodig is worden de kosten ervan in beginsel in rekening gebracht.","606",NA
"Hetzelfde geldt in geval van extra politie-inzet bij publiektrekkende wedstrijden en andere grootschalige manifestaties.","606",NA
"Inschakeling van particuliere beveiligingsdiensten door bedrijven en instellingen kan van belang zijn.","606",NA
"Teneinde te bereiken dat het personeel van deze diensten voldoende gekwalificeerd is, over zijn bevoegdheden geen onduidelijkheid bestaat en het personeel als zodanig en niet als politiepersoneel herkenbaar is dient de geldende wetgeving te worden aangepast.","606",NA
"WETGEVING","H",NA
"21. De oorzaak van de gegroeide afstand tussen de wet en de rechts- praktijk moet voor een deel ook worden gezocht bij de formulering van sommige wetten.","303",NA
"Voorschriften geven aanleiding tot ontduiking of overtreding.","303",NA
"Verouderde regelingen worden niet meer toegepast.","303",NA
"Soms beroept de rechter zich op ontwikkelingen in de samenleving ten einde geldende voorschriften van hun kracht te beroven.","303",NA
"Het is van groot belang dat het primaat van de wetgever wordt hersteld.","305",NA
"Daartoe is het nodig dat wettelijke voorschriften duidelijk zijn en zo weinig mogelijk aanleiding geven tot ontduiking.","303",NA
"Als delicten welke ingaan tegen de burgerlijke betekenis van de Wet van God als gevolg van ontwikkelingen in de rechtspraak niet meer of onvoldoende worden gestraft behoort het tot de taak van de wetgever door wetswijziging de strafbaarheid opnieuw te verzekeren.","605",NA
"Overigens dient de wetgever terughoudend te zijn met het dreigen met straf.","303",NA
"Andere sancties zoals toepassing van bestuursdwang, oplegging van een dwangsom of een administratieve boete en het vervallen of intrekken van een vergunning of ontheffing zijn soms doeltreffender ter handhaving van de rechtsorde en belasten politie en justitie minder.","303",NA
"In de komende jaren zal systematisch moeten worden nagegaan hoe ook in de bestaande regelingen strafbepalingen vervangen kunnen worden door andere sancties.","303",NA
"Daarvoor komen met name verkeersvoorschriften, regelingen van economische ordening en verordeningen van gemeenten en provincies in aanmerking.","303",NA
"Strafbedreiging blijft echter het aangewezen middel voor strafbare feiten met een moreel verwerpelijk karakter.","603",NA
"TOETSING VAN WETGEVING","H",NA
"22. De wetgever dient ervoor zorg te dragen dat bestaande en nieuwe wetgeving in overeenstemming is met de Grondwet.","203",NA
"Daarnaast is het van belang, dat ook formele wetten kunnen worden getoetst aan de Grondwet.","204",NA
"In eerste instantie zou de Hoge Raad bevoegd kunnen worden verklaard wetten te toetsen aan de klassieke grondrechten.","204",NA
"In het verlengde hiervan wordt door de regering onderzocht hoe een met de Koning verbonden constitutioneel hof kan worden ingesteld.","204",NA
"Dit hof krijgt de bevoegdheid wetten te toetsen aan de Grondwet en aan algemene rechtsbeginselen, die zijn geënt op de openbare betekenis van Gods wet.","204",NA
"POLITIE","H",NA
"23.Uitgangspunt voor de organisatie van de politie vormt de basispolitiezorg op gemeentelijk niveau.","301",NA
"Deze kan in beginsel in gemeenten boven 40.000 inwoners worden uitgeoefend door een korps gemeentepolitie.","301",NA
"In kleinere gemeenten verdient rijkspolitie de voorkeur boven regionale politie, omdat een eenhoofdig gezag van groot belang is voor de handhaving van de openbare orde.","302",NA
"Ter bestrijding van de bovenlokale criminaliteit moet effectief worden samengewerkt in regionaal verband.","301",NA
"Deze samenwerking wordt mede bevorderd door decentralisatie van beheerstaken inzake de rijkspolitie en door nauw overleg met de burgemeesters van gemeenten met gemeentepolitie.","301",NA
"Bestaande knelpunten welke de samenwerking bemoeilijken, zoals de materiële uitrusting en verschillen in rechtspositie, moeten zo snel mogelijk worden opgelost.","303",NA
"De politiesamenwerking aan de basis dient ook op landelijk niveau duidelijk vorm te krijgen.","303",NA
"Onderbrenging van de gehele politiezorg onder hetzij het departement van binnenlandse zaken hetzij het departement van justitie zou leiden tot een eenzijdig accent op één van de politiefuncties.","303",NA
"Het feit dat beide departementen in sterke mate betrokken zijn bij de handhaving van orde en veiligheid en tevens een belangrijke wetgevingsfunctie hebben pleit ervoor beide relatief kleine departementen samen te voegen tot één departement van binnenlandse zaken en justitie.","303",NA
"OPSPORING EN VERVOLGING","H",NA
"24. Minder dan één op elke vier ter kennis van de politie gekomen delicten wordt opgelost.","605",NA
"Slechts een deel daarvan leidt tot strafvervolging en veroordeling.","605",NA
"Hierdoor wordt de geloofwaardigheid van de ambtsuitoefening door de overheid ernstig ondermijnd.","305",NA
"Het percentage opgehelderde delicten moet aanmerkelijk omhoog, terwijl voorkomen moet worden dat veel opgehelderde zaken vervolgens worden geseponeerd.","605",NA
"Maatregelen zijn nodig om vormfouten bij de opsporing en in de dagvaarding te voorkomen.","303",NA
"Vereenvoudiging van de dagvaardingsprocedure moet worden overwogen.","303",NA
"Nagegaan moet worden hoe voorkomen kan worden dat een aanmerkelijke vergoeding moet worden betaald als ontslag van rechtsvervolging plaatsvindt uitsluitend op grond van vormfouten.","303",NA
"Op de centrale overheid rust een bijzondere verantwoordelijkheid bij de bestrijding van zware criminaliteit.","605",NA
"Het gaat hierbij veelal om goed georganiseerde internationaal opererende groepen, waarbij de handel in verdovende middelen en ernstige geweldsmisdrijven hand in hand gaan.","603",NA
"De bestrijding hiervan kan niet afhankelijk worden gesteld van prioriteitstelling door lokale of regionale politieinstanties.","605",NA
"Onder landelijke coördinatie dienen regionale teams speciaal met de bestrijding van deze vorm van criminaliteit te worden belast.","302",NA
"Voor deze teams dient een afzonderlijk budget beschikbaar te zijn.","605",NA
"Met politie-instanties in het buitenland moet intensief worden samengewerkt ter voorkoming en opsporing van strafbare feiten.","107",NA
"Overdracht van politietaken aan boven-nationale organen wordt echter afgewezen.","110",NA
"Van de afschaffing van controles aan de binnengrenzen in Europa kan geen sprake zijn zolang geen sluitende afspraken zijn gemaakt om te voorkomen dat criminele activiteiten zich ongehinderd over de grens kunnen verplaatsen.","110",NA
"Voor massaal gepleegde strafbare feiten dienen korte en eenvoudige afdoeningsprocedures te worden ingevoerd.","303",NA
"Uitbreiding van de mogelijkheid tot het aanbieden van een schikking vormt een voorbeeld van zo'n procedure.","303",NA
"RECHTERLIJKE MACHT","H",NA
"25. In het belang van een meer efficiënte werkwijze van het openbaar ministerie en de rechterlijke macht dienen extra middelen beschikbaar te komen voor automatisering, huisvesting en personeel.","303",NA
"De voorgenomen integratie van gerechten dient zorgvuldig te worden overwogen en uitgevoerd.","303",NA
"Integratie is van belang, maar grootschaligheid leidt gemakkelijk tot bureaucratisering.","303",NA
"Na elke fase dient te worden geëvalueerd en te worden bezien of op de ingeslagen weg moet worden voortgegaan.","303",NA
"TENUITVOERLEGGING VAN STRAF","H",NA
"26. De effectiviteit van de strafoplegging wordt ernstig beperkt door problemen bij de tenuitvoerlegging van straffen.","605",NA
"Voor het ondergaan van gevangenisstraf gelden lange wachttijden, voor het ondergaan van voorlopige hechtenis ontbreekt vaak de celcapaciteit.","605",NA
"In de komende jaren zal deze capaciteit zodanig moeten worden vergroot dat een einde komt aan de wachttijden en voorlopige hechtenis kan worden toegepast in alle gevallen waarin deze noodzakelijk is.","605",NA
"De inning van geldboeten, zowel van ingezetenen als van buitenlanders, moet worden verbeterd.","605",NA
"Bij zwaardere delicten moet verbeurdverklaring van goederen eerder kunnen worden uitgesproken.","605",NA
"Aan de hand van ervaringen met opgelegde alternatieve straffen kan tot geleidelijke uitbreiding van toepassing van deze straf worden overgegaan, eventueel ook ter vervanging van geldboeten.","605",NA
"De alternatieve sanctie dient echter ook feitelijk het karakter van straf te behouden.","605",NA
"KANSSPELEN","H",NA
"27. Het gokken is in snel tempo tot een nationaal kwaad geworden.","603",NA
"Het aantal gokverslaafden is vooral onder jongeren snel toegenomen.","603",NA
"Door diefstal proberen zij te voorzien in een toenemende behoefte aan geld.","603",NA
"De gebruikelijke argumenten voor een zekere legalisering van kansspelen, n.l. de opkomst van illegale kansspelen en concurrentie uit het buitenland, zijn ondeugdelijk gebleken.","305",NA
"Legalisering heeft immers slechts geleid tot een forse verdere groei van de omzet, terwijl die van illegale kansspelen niet is verminderd.","603",NA
"Er ligt thans meer dan genoeg feitenmateriaal ter tafel om tot een omkering in het gevoerde beleid te komen.","305",NA
"Naast hulpverlening aan verslaafden zal het beleid erop gericht moeten zijn de mogelijkheden om verslaafd te raken te beperken.","603",NA
"Prioriteit verdienen daarbij de volgende maatregelen: -aanscherping van de Wet op de kansspelen inzake het gebruik van speel automaten en bingospelen;","603",NA
"-beëindiging van de relatie met Ladbroke en sluiting van de door dit bedrijf geëxploiteerde zgn. wedwinkels;","603",NA
"-afzien van het plan om vergunning te verlenen voor een zgn. instant-loterij;","603",NA
"-geen verdere uitbreiding van het aantal casino's;","603",NA
"-geen privatisering van de Staatsloterij maar beëindiging van deze vorm van door de overheid georganiseerd gokken.","603",NA
"ALCOHOL","H",NA
"28. Bijna één op elke tien volwassen Nederlanders heeft problemen door of met alcohol.","603",NA
"Daardoor wordt de gezondheid en de veiligheid van talloze mensen bedreigd, terwijl jaarlijks enkele duizenden mensen sterven als gevolg van alcoholgebruik door henzelf of anderen.","603",NA
"De overheid dient dan ook een consequent beleid te voeren gericht op terugdringing van alcoholgebruik.","603",NA
"Zij geeft daartoe het voorbeeld in haar eigen instellingen.","603",NA
"Een nieuwe Alcoholwet dient spoedig tot stand te komen.","603",NA
"Daarin moet onder meer een verbod op alcoholreclame via radio en televisie worden opgenomen.","603",NA
"In het kader van de harmonisatie van accijns op alcoholhoudende dranken moet getracht worden te komen tot hogere tarieven dan thans in Nederland gelden.","603",NA
"In ieder geval dient een verlaging te worden afgewezen.","603",NA
"VERDOVENDE MIDDELEN","H",NA
"29. De handel in verdovende middelen komt steeds meer in handen van internationaal opererende organisaties, die zich concentreren op landen waar een ""markt"" bestaat voor deze middelen, waaronder Nederland.","605",NA
"Daardoor bestaat het gevaar van toeneming van de met deze handel gepaard gaande zware criminaliteit.","605",NA
"De overheid moet alles in het werk stellen de handel en het gebruik in eigen land te bestrijden.","605",NA
"Daartoe dienen politie en openbaar ministerie in goede coördinatie prioriteit te geven aan de opsporing van opiumdelicten.","605",NA
"De regering moet voorts nauw samenwerken met de regeringen van de Nederlandse Antillen en Aruba om te voorkomen dat deze Koninkrijksdelen gebruikt worden als schakel tussen de landen van herkomst in Zuid- en Midden-Amerika en Nederland.","101",NA
"Het gebruik van en de handel in verdovende middelen in gevangenissen en huizen van bewaring moet met kracht worden tegengegaan.","605",NA
"Bovendien dienen garanties te bestaan dat niet-verslaafde gedetineerden niet in aanraking komen met verdovende middelen.","605",NA
"OPENBARE ZEDEN","H",NA
"30. De gave van de sexualiteit wordt in de praktijk vaak misbruikt als voorwerp van openlijke exploitatie.","603",NA
"De overheid neemt hier tegenover een tweeslachtige houding aan.","603",NA
"Terecht ziet zij het als haar taak op te treden tegen allerlei vormen van sexueel geweld en van internationale vrouwenhandel.","706",NA
"Maar de openlijke prostitutie en de handel in pornografie krijgen alle ruimte.","603",NA
"Het behoort tot de eigen taak van de overheid publieke exploitatie van de sexualiteit tegen te gaan.","603",NA
"Ondanks de verzelfstandiging van de PTT behoort dit met de overheid verbonden bedrijf een eind te maken aan de zgn. sexlijnen.","603",NA
"Als dit niet lukt door overreding zal een wettelijk verbod moeten volgen.","603",NA
"De overheid behoort erop toe te zien dat in haar voorlichtingsmateriaal niets wordt opgenomen waarvan de suggestie uitgaat dat sexueel verkeer en huwelijk los van elkaar mogen worden gezien.","603",NA
"ZONDAGSRUST","H",NA
"31. Het in acht nemen van de zondagsrust is ook van betekenis voor de openbare samenleving.","603",NA
"Daarom behoort de overheid deze zelf in acht te nemen en in het algemeen de zondagsrust in haar beleid en wetgeving te bevorderen.","603",NA
"Zij maakt waar nodig van haar bevoegdheden gebruik om te voorkomen dat de zondag in bedrijven waar dat niet absoluut noodzakelijk is als werkdag wordt aangewezen.","603",NA
"Zij draagt zorg voor arbeidsrechtelijke bescherming van werknemers die bezwaren hebben tegen werken op zondag.","603",NA
"De bevoegdheid van gemeentebesturen plaatselijke beperkingen te stellen aan openbare vermakelijkheden op zondag wordt erkend en verruimd.","603",NA
"De winkelsluiting op zondag moet worden gehandhaafd.","603",NA
"Ook de openstelling van handelsbeurzen en tentoonstellingen op zondag moet worden tegengegaan.","603",NA
"Hoofdstuk II","H",NA
"DOOR HET ZWAKKE TE BESCHERMEN","H",NA
"Alles wat zwak is heeft bescherming nodig.","503",NA
"De naast betrokkenen zoals het gezin, de families de kerk en zorginstellingen hebben hierbij een eerste taak.","606",NA
"De overheid heeft echter Een eigen verantwoordelijkheid in het bijzonder ter bescherming van mensen die in een afhankelijke positie verkeren ten opzichte van anderen.","504",NA
"Daarin dient zij de zorg van God voor zijn schepselen te vertonen in het belang van zieken en gezonden, van ouderen en jongeren, en evenzeer van culturele minderheden.","503",NA
"Aan de maatschappij van de toekomst wordt in het hier en nu gebouwd.","503",NA
"Wanneer wij nu wezenlijke elementen van de rechtsstaat uithollen en krachteloos maken, staan overheid en volk schuldig tegenover de rechtvaardige God, wiens wet het loven in de maatschappij wil steunen en beschermen.","603",NA
"Het GPV wil dat de overheid deze goddelijke wet onverkort richtsnoer laat zijn voor haar rechtstaak ten aanzien van de bescherming van het menselijke leven.","603",NA
"Het GPV verzet zich daarom tegen de voortdurende verwaarlozing van deze rechtsplicht.","603",NA
"Achtereenvolgende kabinetten hebben vrij baan gegeven aan een moreel anarchisme, dat de bescherming van het ongeboren, zwaar gehandicapte en naar het einde gaande leven aan rechtswillekeur heeft prijsgegeven.","603",NA
"Als op deze weg wordt voortgegaan zal in de maatschappij van de toekomst geen plaats meer zijn voor het niet-gave, niet-produktieve en niet-gewenste menselijk leven.","603",NA
"Het GPV wil dat de overheid de haar van God, de Schepper van alle leven, gegeven rechtsbeschermingstaak weer erkent en actief uitvoert om deze levensvernietigende samenlevingsdynamiek te keren.","603",NA
"Met het oog op het leven nu en in de toekomst vraagt het GPV van de overheid een vernieuwde oriëntatie op het goddelijk gebod.","603",NA
"Alleen door zo te handelen zal de overheid weer echt dienstbaar zijn aan de volle ontplooiing van de samenleving.","603",NA
"RECHTSBESCHERMING VAN HET LEVEN","H",NA
"32. In de achter ons liggende jaren is feitelijk en wettelijk de bescherming van het leven op onaanvaardbare wijze uitgehold.","603",NA
"Deze welbewuste verwaarlozing van één van de meest fundamentele pijlers van onze rechtsstaat is een schande voor het aangezicht van God en een zware schuld van overheid en volk.","603",NA
"Op de wetgever rust dan ook de plicht goede wettelijke bepalingen te formuleren, die rechtsbescherming geven aan alle leven vanaf de bevruchting tot het levenseinde.","603",NA
"De regering dient met het oog daarop een programma van wetgeving op te stellen, gericht op het onverkort strafbaar stellen van abortus provocatus, levensbeëindiging van zwaar gehandicapt menselijk leven en andere vormen van actieve euthanasie.","603",NA
"ABORTUS PROVOCATUS","H",NA
"33. De Wet afbreking zwangerschap heeft niet geleid tot een vermindering van het aantal abortussen.","603",NA
"Dit aantal is schrikbarend hoog gebleven.","603",NA
"Erkend wordt door de regering dat de inspectie voor de volksgezondheid niet bij machte is de naleving van de wet voldoende te controleren.","303",NA
"Verder is de reikwijdte van de wet op een onaanvaardbare wijze ingeperkt door de beslissing van de regering een zwangerschap tot 16 dagen overtijd niet aan te merken als een zwangerschap in de zin van de wet.","603",NA
"In deze kabinetsperiode dient de Wet afbreking zwangerschap te worden ingetrokken.","603",NA
"Zulks betekent dat ziekenhuizen en klinieken niet langer een vergunning meer zullen hebben om een zwangerschap met medische middelen af te breken.","603",NA
"Het Wetboek van strafrecht dient een voor iedereen geldende strafbepaling te bevatten terzake van het beëindigen van het leven van de menselijke vrucht.","603",NA
"De zgn. abortuspil wordt in ons land niet toegelaten.","603",NA
"De financiering van abortus provocatus via ziekenfondswet, ziektekostenverzekering of overheidssubsidie wordt gestopt.","603",NA
"HULPVERLENING ONGEWENSTE ZWANGERSCHAP","H",NA
"34.Via voorlichting en een adequaat hulpaanbod voert de overheid een beleid gericht op het voorkomen van en het verlenen van hulp bij ongewenste zwangerschap.","603",NA
"Met het oog daarop wordt een toereikende subsidie gegeven aan de Vereniging ter Bescherming van het Ongeboren Kind (VBOK) en andere organisaties met een vergelijkbare doelstelling.","603",NA
"Daarbij past ook dat de overheid in haar zgn. emancipatiebeleid de maatschappelijke betekenis van het ouderschap/moederschap meer benadrukt en waar mogelijk in haar beleid tot uitdrukking brengt.","603",NA
"EUTHANASIE EN WET","H",NA
"35. Het is en blijft principieel verwerpelijk wanneer in onze rechtsstaat aan een arts het recht wordt gegeven het leven te beëindigen van zijn patiënten, ook wanneer zulks zou geschieden op hun verzoek.","603",NA
"Het moet dan ook ernstig worden betreurd dat in de achter ons liggen jaren rechters gevallen van actieve euthanasie op verzoek ongestraft hebben gelaten.","603",NA
"Het is dringend gewenst dat in onze strafwetgeving ondubbelzinnig tot uitdrukking wordt gebracht dat actieve euthanasie in alle gevallen als een misdrijf tegen het leven wordt aangemerkt.","603",NA
"De thans bij de Tweede Kamer in behandeling zijnde wetsvoorstellen van D66 en het kabinet- Lubbers II schieten terzake ernstig tekort en zijn derhalve onaanvaardbaar.","305",NA
"In de komende kabinetsperiode zal met spoed een aanscherping en verduidelijking van de desbetreffende bepalingen in het Wetboek van strafrecht moeten worden bewerkstelligd.","603",NA
"Daarvan dient een duidelijk signaal uit te gaan naar zowel de rechter als de artsenstand dat actieve euthanasie niet straffeloos mag zijn.","603",NA
"EUTHANASIE EN JUSTITIE","H",NA
"36. Ter effectuering van de strafrechtelijke bepalingen tegen actieve euthanasie voert het Openbaar Ministerie een krachtig opsporings- en vervolgingsbeleid.","603",NA
"Afspraken tussen artsen en officieren van justitie over het al dan niet vervolgen van daden van actieve euthanasie worden niet gemaakt.","603",NA
"Interne richtlijnen van ziekenhuizen en andere zorginstellingen voor de toepassing van actieve euthanasie worden justitieel niet erkend.","603",NA
"Maatregelen worden genomen voor een meer effectieve controle op het waarheidsgetrouw invullen van overlijdensverklaringen.","605",NA
"Onjuiste invulling wordt zwaarder bestraft.","605",NA
"EUTHANASIE EN HULPVERLENING","H",NA
"37. Waar actieve euthanasie geen oplossing kan en mag zijn bij ernstig lijden en/of in de stervensfase, behoort de zorgplicht van artsen en verpleegkundigen onverkort gehandhaafd te blijven.","603",NA
"In opleidingsprogramma's voor verplegenden en verzorgenden dient de aandacht voor stervensbegeleiding een zwaarder accent te krijgen.","603",NA
"Tot het geven van medisch zinloze behandelingen is een arts niet gehouden, wel tot het verlichten van pijn en het meewerken aan stervensbegeleiding.","603",NA
"Indien in de gezondheidszorg initiatieven worden ontplooid voor zgn. hospices met het oog op een goede en specifiek gerichte stervensbegeleiding, wordt dit door de overheid financieel en in regelgeving gesteund.","504",NA
"Aan ernstig gehandicapte pasgeborenen wordt om redenen van hun handicap of levensverwachting niet de normale zorg onthouden.","504",NA
"Zo nodig wordt aan de ouders hulp verleend bij de opvang van deze kinderen.","504",NA
"Er mag geen twijfel over bestaan dat in onze samenleving het recht op leven ook voor hen onverkort geldt.","504",NA
"NIEUWE MEDISCHE TECHNIEKEN (algemeen)","H",NA
"38. De snelle ontwikkelingen op het gebied van de medische technologie vragen om een intensieve ethische en - soms ook - wettelijke normering.","603",NA
"Enerzijds bieden deze nieuwe technieken kansen op extra medische zorg en leedvoorkoming en verzachting, anderzijds vindt er soms een ongeoorloofde manipulatie met het door God geschonken leven plaats.","603",NA
"Dit laatste is mede een gevolg van de gelegaliseerde abortuspraktijk.","603",NA
"Belangrijke elementen van een wettelijke normering dienen te zijn de erkenning dat vanaf de bevruchting het mensenleven volwaardige beschermrechten heeft en dat het wettelijk huwelijk het kader is voor de toepassing van moderne voortplantingstechnieken.","603",NA
"KUNSTMATIGE BEVRUCHTING EN MEDISCHE EXPERIMENTEN","H",NA
"39. Kunstmatige bevruchtingstechnieken worden beschouwd als een medische behandeling van onvruchtbaarheid en niet als een alternatief voor de natuurlijke voortplanting.","603",NA
"Toepassing van deze technieken is uitsluitend geoorloofd bij echtparen.","603",NA
"Kunstmatige inseminatie door een donor wordt afgewezen.","603",NA
"Zolang donorinseminatie plaatsvindt dienen alle relevante gegevens van de donor bewaard te blijven.","603",NA
"Het kind heeft recht op informatie omtrent zijn afstamming.","603",NA
"De toepassing van in vitro fertilisatie dient aan een vergunningenstelsel te zijn gebonden.","303",NA
"Als voorwaarde geldt in elk geval dat geen bevruchte eicellen vernietigd mogen worden, het zgn. overblijven van embryo's wordt vermeden en dat op embryo's geen experimenten worden uitgevoerd.","603",NA
"Met het oog op de laatste voorwaarde wordt door de regering met spoed het reeds lang toegezegde wetsvoorstel medische experimenten ingediend.","603",NA
"Deze wettelijke regeling bevat een verbod op het kweken van embryo's voor wetenschappelijk onderzoek, een verbod op het gebruik van foetaal weefsel afkomstig van abortus provocatus en een verbod op de handel in embryo's.","603",NA
"In vitro fertilisatie wordt niet opgenomen in het verstrekkingenpakket van de ziekenfondsverzekering of in het toekomstige basispakket van een zorgverzekering.","603",NA
"Eveneens is een wettelijke regeling nodig voor een verbod op het bemiddelen bij draagmoederschap.","603",NA
"GEZONDHEIDSZORG","H",NA
"40. Gezondheid is een gave van God en een verantwoordelijkheid van de mens met het oog op zijn maatschappelijke taken.","606",NA
"De overheid draagt voor haar deel een regelgevende verantwoordelijkheid voor een toereikende financiering en een voorzieningenstelsel.","303",NA
"Dit betreft in het bijzonder de kwaliteit van de zorg, de toegankelijkheid en spreiding van het zorgaanbod, de financiële solidariteit van de burgers en de kostenbeheersing van de zorg.","504",NA
"In het zorgstelsel wordt gestreefd naar het leveren van zorg op maat en het stimuleren en financieel mogelijk maken van zelfzorg en mantelzorg.","504",NA
"In het bijzonder dient gezocht te worden naar mogelijkheden de thuiszorg van patiënten en cliënten, die dat op prijs stellen, te vergroten.","504",NA
"De overheid dient het belang te erkennen van levensbeschouwelijke aspecten verbonden aan zaken als gezondheid, ziekte en lijden.","603",NA
"Daarom zal zij in het veranderingsproces van onze gezondheidszorg garanties moeten geven voor op levensbeschouwelijke grondslag werkende instellingen alsmede het recht op een vrije artsenkeuze moeten handhaven.","603",NA
"Erkend moet worden dat de positie van verplegenden en verzorgenden zowel qua salarisniveau als werkdruk knelpunten vertoont.","701",NA
"Met het oog daarop wordt een pakket maatregelen voorgesteld gericht op intensivering van scholing en werving voor verpleging en verzorging ter oplossing van de werkgelegenheidsproblematiek in deze sector.","701",NA
"In overleg met de betrokken beroepsgroepen voert de regering een beleid gericht op het tegengaan en voorkomen van de ziekte Aids.","504",NA
"Gerichte voorlichting is daarbij gewenst, waarbij in het bijzonder gewaarschuwd moet worden tegen een ongebonden sexualiteit.","603",NA
"Voor de opvang van Aids-patiënten worden voldoende financiële middelen beschikbaar gesteld.","504",NA
"FINANCIERING GEZONDHEIDSZORG","H",NA
"41. De in de achterliggende kabinetsperiode in gang gezette vernieuwing van het financieringsstelsel van de gezondheidszorg dient op hoofdlijnen te worden voortgezet.","305",NA
"In een nieuwe wet op de zorgverzekering komt een basispakket, waarin onvermijdbare risico's die de draag- kracht van de individuele burger te boven gaan verplicht verzekerd zullen zijn.","303",NA
"Tot dat basispakket behoren de bestaande verstrekkingen op het gebied van de gezondheidszorg en maatschappelijke dienstverlening, gezinszorg, bejaardenzorg, de sociaal-pedagogische zorg en het algemeen maatschappelijk werk.","504",NA
"Aan verzekerden wordt de mogelijkheid geboden te kiezen voor eigen risico.","505",NA
"Aan het kabinetsvoornemen abortus provocatus en sterilisatie in het basispakket op te nemen wordt geen uitvoering gegeven.","603",NA
"Tot de verzekeraars-nieuwe-stijl zullen - zo nodig - ook verzekeraars met een zgn. pro life doelstelling kunnen behoren.","603",NA
"De nieuwe verzekering houdt op een zodanige wijze rekening met inkomenseffecten dat in het bijzonder gezinnen met kinderen niet onevenredig zwaar worden belast.","503",NA
"Naast en in aanvulling op het basispakket nemen verzekeraars in hun polissen verstrekkingen op, waartegen elke verzekerde via een aanvullende premie zich kan verzekeren.","504",NA
"GEESTELIJKE GEZONDHEIDSZORG","H",NA
"42. Gehandicapten hebben recht op erkenning als volwaardige leden van de samenleving.","503",NA
"Overheid en particuliere organisaties garanderen een daarop afgestemd adequaat niveau van hulpverlening.","504",NA
"Een actief beleid ter bevordering van de integratie van geestelijk gehandicapten in de samenleving is dringend gewenst.","503",NA
"Tot een dergelijk beleid behoort dat voldoende financiële middelen beschikbaar zijn voor thuiszorg, begeleid zelfstandig wonen, vrijwillige pleegzorg en arbeidsbemiddeling.","504",NA
"Ouders die er de voorkeur aan geven een gehandicapt kind thuis te verzorgen dienen daartoe financieel in staat te worden gesteld.","504",NA
"Het recht van verzekerden op een toereikend voorzieningenniveau verplicht de overheid binnen een afzienbare termijn een einde te maken aan het capaciteitstekort in de zwakzinnigenzorg.","504",NA
"Bij de capaciteitsberekening dient meer rekening te worden gehouden met de vergrijzing onder zwakzinnigen.","504",NA
"Hulpvraag en hulpaanbod dienen beter op elkaar af- gestemd te worden.","303",NA
"Met het oog daarop dient er een functiegerichte verstrekkingen systematiek voor geestelijk gehandicapten te komen.","303",NA
"Bij de verdere herstructurering van het verzekeringsstelsel wordt zo nodig een wettelijke garantie gegeven voor de zorg voor geestelijk gehandicapten.","503",NA
"PATIËNTENRECHTEN","H",NA
"43. In het hart van een systeem van patiëntenrechten dient het recht op leven te staan.","603",NA
"Dit recht verdient in het bijzonder aandacht waar het gehandicapten betreft.","503",NA
"In de huidige abortus- en euthanasiecultuur dient de overheid er voor te waken dat geen sociale of financiële druk ontstaat op ouders die een gehandicapt kind verwachten of hebben ontvangen.","603",NA
"Een wettelijke regeling op het gebied van de patiëntenrechten wordt bevorderd.","503",NA
"Daarin wordt onder meer geregeld het mentorschap over geestelijk gehandicapten, een recht op informatie over medische gegevens en de bescherming van medische persoonsgegevens.","503",NA
"OUDEREN","H",NA
"44. Het aandeel van de ouderen in onze bevolking zal de komende jaren verder toenemen.","706",NA
"Zij behoren een volwaardige, zo zelfstandig mogelijke, plaats in onze samenleving te kunnen innemen.","503",NA
"Waar mogelijk worden mogelijkheden van flexibele pensionering vergroot.","504",NA
"Voor een aantal ouderen zullen hulpvoorzieningen beschikbaar moeten zijn.","504",NA
"Ouderen die er de voorkeur aan geven thuis te blijven wonen zal een op hun zorgbehoefte afgestemde hulp moeten worden geboden.","504",NA
"In het nieuwe zorgverzekeringsstelsel zullen ouderen rechten moeten krijgen om die hulp te ontvangen die zij passend achten.","504",NA
"De indicatiestellingen voor thuiszorg, bejaardenoorden en verpleegtehuizen zullen op elkaar moeten worden afgestemd.","504",NA
"Het vrijwilligerswerk in de ouderenzorg wordt gestimuleerd, zo nodig door middel van het geven van vrijwilligersvergoedingen.","606",NA
"Het is van groot belang dat ouderen kunnen kiezen voor opneming in een tehuis van eigen geestelijke signatuur.","603",NA
"Bij de planning van voorzieningen wordt daarmee rekening gehouden.","603",NA
"lnstellingen moeten het recht hebben door middel van een toelatingsbeleid en gedragsvoorschriften een eigen leefstijl te handhaven.","603",NA
"VERSLAVINGSZORG","H",NA
"45. Veel mensen, onder wie vooral veel jongeren, zijn in meer of minder mate verslaafd aan alcohol, verdovende middelen of het gokken.","603",NA
"Zij schaden daarmee hun gezondheid, verwaarlozen hun maatschappelijke roeping en vervallen dikwijls tot criminaliteit.","603",NA
"Het is de taak van de overheid via justitieel optreden, voorlichting en preventie, ontmoediging en hulpopvang het maatschappelijk kwaad van de verslaving terug te dringen.","603",NA
"Pogingen van gemeentezijde over te gaan tot een vrije verstrekking van heroïne zijn onaanvaardbaar.","603",NA
"Het openlijk aanbieden van zgn. soft drugs dient daadwerkelijk bestreden te worden.","603",NA
"De gokverslaving dient een erkend onderdeel te zijn van de verslaafdenzorg.","603",NA
"Een nieuwe organisatie van de verslaafdenzorg mag alleen dan gedecentraliseerd worden wanneer vaststaat dat continuering en versterking van de huidige, doelgerichte werkwijze mogelijk is.","603",NA
